Issue key,Issue id,Summary,Issue Type,Status,Status Category,Project key,Project name,Priority,Resolution,Assignee,Reporter,Creator,Parent key,Parent summary,Team Name,Sprint,Created,Updated,Resolved,Due date,Custom field (Domain),Custom field (Story Points),Custom field (Solution Architect),Original estimate
MDG-11,100011,Automate Data Quality Rules conversion rule,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,19/Apr/26 12:00 AM,03/May/26 12:00 AM,,17/Jul/26 12:00 AM,,,Hiroshi Tanaka,241200
MDG-12,100012,Migrate Integration reporting extract,Story,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,01/Apr/26 12:00 AM,12/May/26 12:00 AM,12/May/26 12:00 AM,18/Jun/26 12:00 AM,,,Priya Nandakumar,57600
MDG-13,100013,Document Integration API contract,Story,Blocked,In Progress,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,09/Jul/26 12:00 AM,09/Jul/26 12:00 AM,,23/Aug/26 12:00 AM,,,Priya Nandakumar,554400
MDG-14,100014,Migrate Integration batch job,Task,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,01/May/26 12:00 AM,12/Aug/26 12:00 AM,,02/Jun/26 12:00 AM,,,Priya Nandakumar,46800
MDG-15,100015,Design Integration conversion rule,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,11/Jul/26 12:00 AM,11/Jul/26 12:00 AM,,04/Nov/26 12:00 AM,,,Daniel Osei,219600
MDG-16,100016,Integrate Integration API contract,Story,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,20/Jun/26 12:00 AM,27/Aug/26 12:00 AM,27/Aug/26 12:00 AM,01/Sep/26 12:00 AM,,,Priya Nandakumar,320400
MDG-17,100017,Test Data Quality Rules user role,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,12/Jul/26 12:00 AM,12/Jul/26 12:00 AM,,25/Jul/26 12:00 AM,,,Marta Kowalski,25200
MDG-18,100018,Onboard Integration conversion rule,Task,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,19/Jul/26 12:00 AM,27/Aug/26 12:00 AM,,01/Sep/26 12:00 AM,,,Priya Nandakumar,144000
MDG-19,100019,Onboard Integration training module,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,05/May/26 12:00 AM,30/Jul/26 12:00 AM,,24/Jun/26 12:00 AM,,,Priya Nandakumar,7200
MDG-20,100020,Automate Stewardship Workflow user role,Story,Descoped,Done,MDG,SAP MDG,P3 - Medium,Won't Do,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,01/Apr/26 12:00 AM,26/Apr/26 12:00 AM,,23/May/26 12:00 AM,,,Priya Nandakumar,180000
MDG-21,100021,Automate Stewardship Workflow approval workflow,Story,Blocked,In Progress,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,27/Jul/26 12:00 AM,27/Jul/26 12:00 AM,,28/Nov/26 12:00 AM,,,Priya Nandakumar,32400
MDG-22,100022,Integrate Integration data model,Task,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,10/May/26 12:00 AM,10/Jul/26 12:00 AM,,01/Sep/27 12:00 AM,,,Daniel Osei,144000
MDG-23,100023,Validate Stewardship Workflow user role,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,19/May/26 12:00 AM,27/Jun/26 12:00 AM,,31/May/26 12:00 AM,,,Priya Nandakumar,169200
MDG-24,100024,Deploy Data Quality Rules audit trail,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,09/Apr/26 12:00 AM,09/Apr/26 12:00 AM,,11/Jul/26 12:00 AM,,,Marta Kowalski,237600
MDG-25,100025,Document Data Quality Rules dashboard,Story,Blocked,In Progress,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,28/Apr/26 12:00 AM,25/May/26 12:00 AM,,10/Jul/26 12:00 AM,,,Daniel Osei,190800
MDG-26,100026,Validate Integration API contract,Task,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,24/Apr/26 12:00 AM,13/Jun/26 12:00 AM,13/Jun/26 12:00 AM,21/Jun/26 12:00 AM,,,Priya Nandakumar,90000
MDG-27,100027,Design Integration approval workflow,Story,Descoped,Done,MDG,SAP MDG,P3 - Medium,Won't Do,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,03/Jun/26 12:00 AM,22/Aug/26 12:00 AM,,04/Sep/26 12:00 AM,,,Priya Nandakumar,61200
MDG-28,100028,Document Stewardship Workflow conversion rule,Story,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,01/Apr/26 12:00 AM,18/May/26 12:00 AM,18/May/26 12:00 AM,24/Jun/26 12:00 AM,,,Daniel Osei,79200
MDG-29,100029,Document Stewardship Workflow training module,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,12/Apr/26 12:00 AM,02/May/26 12:00 AM,,16/May/26 12:00 AM,,,Priya Nandakumar,32400
MDG-30,100030,Decommission Stewardship Workflow reconciliation,Task,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,15/Jul/26 12:00 AM,11/Aug/26 12:00 AM,,28/Aug/26 12:00 AM,,,Daniel Osei,72000
MDG-31,100031,Automate Integration cutover task,Story,Blocked,In Progress,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,17/Jun/26 12:00 AM,19/Jul/26 12:00 AM,,23/Sep/26 12:00 AM,,,Marta Kowalski,64800
MDG-32,100032,Migrate Data Quality Rules cutover task,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,15/Aug/26 12:00 AM,15/Aug/26 12:00 AM,,20/Oct/26 12:00 AM,,,Priya Nandakumar,43200
MDG-33,100033,Build Data Quality Rules audit trail,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,21/May/26 12:00 AM,21/May/26 12:00 AM,,03/Aug/26 12:00 AM,,,Priya Nandakumar,18000
MDG-34,100034,Automate Data Quality Rules conversion rule,Task,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,18/Jun/26 12:00 AM,18/Jun/26 12:00 AM,,30/Jul/26 12:00 AM,,,Daniel Osei,28800
MDG-35,100035,Document Integration cutover task,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,24/May/26 12:00 AM,22/Aug/26 12:00 AM,,28/Mar/27 12:00 AM,,,Priya Nandakumar,7200
MDG-36,100036,Design Stewardship Workflow test script,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,19/May/26 12:00 AM,12/Aug/26 12:00 AM,,21/Jul/26 12:00 AM,,,Daniel Osei,64800
MDG-37,100037,Onboard Data Quality Rules master record,Story,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,18/Apr/26 12:00 AM,18/Jul/26 12:00 AM,18/Jul/26 12:00 AM,07/Aug/26 12:00 AM,,,Daniel Osei,118800
MDG-38,100038,Validate Stewardship Workflow dashboard,Task,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,07/Aug/26 12:00 AM,07/Aug/26 12:00 AM,,11/Sep/26 12:00 AM,,,Daniel Osei,7200
MDG-39,100039,Configure Data Quality Rules user role,Story,Blocked,In Progress,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,26/Jul/26 12:00 AM,26/Jul/26 12:00 AM,,18/Sep/26 12:00 AM,,,Marta Kowalski,108000
MDG-40,100040,Refactor Data Quality Rules audit trail,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,29/Jun/26 12:00 AM,16/Aug/26 12:00 AM,,02/Sep/26 12:00 AM,,,Priya Nandakumar,75600
MDG-41,100041,Onboard Integration dashboard,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,15/Apr/26 12:00 AM,09/Aug/26 12:00 AM,,29/Apr/26 12:00 AM,,,Daniel Osei,28800
MDG-42,100042,Onboard Integration training module,Task,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,06/Jun/26 12:00 AM,17/Aug/26 12:00 AM,,17/Jul/26 12:00 AM,,,Marta Kowalski,57600
MDG-43,100043,Migrate Integration interface,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,15/Jul/26 12:00 AM,15/Jul/26 12:00 AM,,02/Sep/26 12:00 AM,,,Daniel Osei,223200
MDG-44,100044,Deploy Stewardship Workflow cutover task,Story,Blocked,In Progress,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,24/Jul/26 12:00 AM,24/Jul/26 12:00 AM,,09/Sep/26 12:00 AM,,,Daniel Osei,36000
MDG-45,100045,Document Integration master record,Story,Descoped,Done,MDG,SAP MDG,P3 - Medium,Won't Do,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,02/Jul/26 12:00 AM,31/Jul/26 12:00 AM,,04/Aug/26 12:00 AM,,,Daniel Osei,93600
MDG-46,100046,Reconcile Stewardship Workflow test script,Task,Blocked,In Progress,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,09/Jun/26 12:00 AM,12/Aug/26 12:00 AM,,06/Aug/26 12:00 AM,,,Daniel Osei,118800
MDG-47,100047,Configure Data Quality Rules data model,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,15/May/26 12:00 AM,18/Aug/26 12:00 AM,,13/Nov/26 12:00 AM,,,Priya Nandakumar,39600
MDG-48,100048,Automate Data Quality Rules cutover task,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,23/Apr/26 12:00 AM,30/Aug/26 12:00 AM,,11/Jul/26 12:00 AM,,,Daniel Osei,212400
MDG-49,100049,Validate Stewardship Workflow audit trail,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,13/Jul/26 12:00 AM,06/Aug/26 12:00 AM,,16/Aug/26 12:00 AM,,,Daniel Osei,126000
MDG-50,100050,Deploy Integration cutover task,Task,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,07/Jun/26 12:00 AM,15/Aug/26 12:00 AM,,04/Jul/26 12:00 AM,,,Priya Nandakumar,68400
MDG-51,100051,Test Integration audit trail,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,24/Jun/26 12:00 AM,22/Aug/26 12:00 AM,,31/Jul/26 12:00 AM,,,Priya Nandakumar,723600
MDG-52,100052,Validate Data Quality Rules conversion rule,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,03/Jul/26 12:00 AM,03/Jul/26 12:00 AM,,23/Jul/26 12:00 AM,,,Priya Nandakumar,216000
MDG-53,100053,Migrate Data Quality Rules user role,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,05/May/26 12:00 AM,16/Jun/26 12:00 AM,,06/Jul/26 12:00 AM,,,Daniel Osei,18000
MDG-54,100054,Integrate Integration reporting extract,Task,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,07/Jun/26 12:00 AM,28/Aug/26 12:00 AM,,20/Sep/26 12:00 AM,,,Priya Nandakumar,61200
MDG-55,100055,Deploy Data Quality Rules reporting extract,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,15/Aug/26 12:00 AM,15/Aug/26 12:00 AM,,05/Oct/26 12:00 AM,,,Marta Kowalski,795600
MDG-56,100056,Deploy Stewardship Workflow user role,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,22/Apr/26 12:00 AM,22/Apr/26 12:00 AM,,12/Jun/26 12:00 AM,,,Hiroshi Tanaka,36000
MDG-57,100057,Deploy Data Quality Rules batch job,Story,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,09/Jun/26 12:00 AM,23/Jul/26 12:00 AM,23/Jul/26 12:00 AM,18/Jul/26 12:00 AM,,,Hiroshi Tanaka,90000
MDG-58,100058,Refactor Data Quality Rules dashboard,Task,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,02/Jul/26 12:00 AM,02/Jul/26 12:00 AM,,20/Aug/26 12:00 AM,,,Priya Nandakumar,262800
MDG-59,100059,Design Stewardship Workflow test script,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,25/Apr/26 12:00 AM,21/Aug/26 12:00 AM,,19/Jul/26 12:00 AM,,,Daniel Osei,154800
MDG-60,100060,Integrate Integration conversion rule,Story,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,08/May/26 12:00 AM,14/Jun/26 12:00 AM,14/Jun/26 12:00 AM,10/Jun/26 12:00 AM,,,Hiroshi Tanaka,176400
MDG-61,100061,Validate Integration interface,Story,Descoped,Done,MDG,SAP MDG,P3 - Medium,Won't Do,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,11/Apr/26 12:00 AM,15/May/26 12:00 AM,,13/May/26 12:00 AM,,,Marta Kowalski,169200
MDG-62,100062,Integrate Data Quality Rules batch job,Task,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,07/Aug/26 12:00 AM,28/Aug/26 12:00 AM,28/Aug/26 12:00 AM,02/Sep/26 12:00 AM,,,Priya Nandakumar,90000
MDG-63,100063,Integrate Integration approval workflow,Story,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,01/Apr/26 12:00 AM,18/May/26 12:00 AM,18/May/26 12:00 AM,19/Jun/26 12:00 AM,,,Marta Kowalski,43200
MDG-64,100064,Configure Data Quality Rules batch job,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,09/May/26 12:00 AM,27/Aug/26 12:00 AM,,12/Sep/26 12:00 AM,,,Daniel Osei,126000
MDG-65,100065,Decommission Data Quality Rules user role,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,26/Apr/26 12:00 AM,07/May/26 12:00 AM,,25/Jul/26 12:00 AM,,,Marta Kowalski,61200
MDG-66,100066,Design Integration training module,Task,Descoped,Done,MDG,SAP MDG,P3 - Medium,Won't Do,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,01/Apr/26 12:00 AM,25/Jun/26 12:00 AM,,14/Sep/26 12:00 AM,,,Hiroshi Tanaka,57600
MDG-67,100067,Deploy Data Quality Rules master record,Story,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,01/Apr/26 12:00 AM,23/Apr/26 12:00 AM,23/Apr/26 12:00 AM,17/May/26 12:00 AM,,,Hiroshi Tanaka,327600
MDG-68,100068,Document Data Quality Rules audit trail,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,12/May/26 12:00 AM,21/Aug/26 12:00 AM,,30/Jul/26 12:00 AM,,,Daniel Osei,61200
MDG-69,100069,Refactor Integration batch job,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,14/Apr/26 12:00 AM,08/Jul/26 12:00 AM,,13/May/26 12:00 AM,,,Priya Nandakumar,399600
MDG-70,100070,Automate Stewardship Workflow data model,Task,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,05/Jul/26 12:00 AM,05/Jul/26 12:00 AM,,25/Oct/26 12:00 AM,,,Daniel Osei,108000
MDG-71,100071,Refactor Stewardship Workflow interface,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,27/Apr/26 12:00 AM,13/Aug/26 12:00 AM,,29/Oct/26 12:00 AM,,,Daniel Osei,75600
MDG-72,100072,Onboard Stewardship Workflow API contract,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,08/Apr/26 12:00 AM,19/Aug/26 12:00 AM,,12/Jun/26 12:00 AM,,,Daniel Osei,18000
MDG-73,100073,Migrate Stewardship Workflow reconciliation,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,29/May/26 12:00 AM,02/Aug/26 12:00 AM,,07/Dec/26 12:00 AM,,,Daniel Osei,583200
MDG-74,100074,Decommission Integration master record,Task,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,28/May/26 12:00 AM,07/Jul/26 12:00 AM,07/Jul/26 12:00 AM,12/Jul/26 12:00 AM,,,Daniel Osei,86400
MDG-75,100075,Build Data Quality Rules training module,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,04/Jul/26 12:00 AM,04/Jul/26 12:00 AM,,21/Aug/26 12:00 AM,,,Daniel Osei,10800
MDG-76,100076,Refactor Integration reporting extract,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,21/Apr/26 12:00 AM,27/Aug/26 12:00 AM,,22/May/26 12:00 AM,,,Hiroshi Tanaka,208800
MDG-77,100077,Configure Data Quality Rules cutover task,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,20/Jun/26 12:00 AM,20/Jun/26 12:00 AM,,14/Aug/26 12:00 AM,,,Marta Kowalski,82800
MDG-78,100078,Migrate Stewardship Workflow dashboard,Task,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,01/Jun/26 12:00 AM,01/Jun/26 12:00 AM,,31/Aug/26 12:00 AM,,,Priya Nandakumar,36000
MDG-79,100079,Automate Stewardship Workflow reporting extract,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,19/Jul/26 12:00 AM,19/Jul/26 12:00 AM,,07/Sep/26 12:00 AM,,,Daniel Osei,198000
MDG-80,100080,Refactor Data Quality Rules training module,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,23/Jun/26 12:00 AM,23/Jun/26 12:00 AM,,15/Aug/26 12:00 AM,,,Daniel Osei,7200
MDG-81,100081,Deploy Stewardship Workflow dashboard,Story,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,24/Apr/26 12:00 AM,05/Jun/26 12:00 AM,05/Jun/26 12:00 AM,08/Jun/26 12:00 AM,,,Daniel Osei,46800
MDG-82,100082,Automate Data Quality Rules reconciliation,Task,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Priya Nandakumar,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,14/Aug/26 12:00 AM,23/Aug/26 12:00 AM,,12/Nov/26 12:00 AM,,,Priya Nandakumar,64800
MDG-83,100083,Migrate Data Quality Rules audit trail,Story,Blocked,In Progress,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,09/May/26 12:00 AM,10/Aug/26 12:00 AM,,17/Jul/26 12:00 AM,,,Marta Kowalski,187200
MDG-84,100084,Deploy Stewardship Workflow master record,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-6,Integration,Master Data,,23/Jul/26 12:00 AM,23/Jul/26 12:00 AM,,29/Aug/26 12:00 AM,,,Marta Kowalski,648000
MDG-85,100085,Configure Data Quality Rules test script,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,11/Jun/26 12:00 AM,21/Jul/26 12:00 AM,,03/Jul/26 12:00 AM,,,Daniel Osei,68400
MDG-86,100086,Document Integration audit trail,Task,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,21/Jun/26 12:00 AM,13/Aug/26 12:00 AM,,30/Jul/26 12:00 AM,,,Hiroshi Tanaka,129600
MDG-87,100087,Integrate Integration interface,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,04/May/26 12:00 AM,04/May/26 12:00 AM,,26/May/26 12:00 AM,,,Hiroshi Tanaka,1026000
MDG-88,100088,Deploy Data Quality Rules API contract,Story,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Marta Kowalski,Priya Nandakumar,Priya Nandakumar,MDG-4,Stewardship Workflow,Master Data,,05/Aug/26 12:00 AM,20/Aug/26 12:00 AM,,06/Sep/26 12:00 AM,,,Marta Kowalski,86400
MDG-89,100089,Design Stewardship Workflow conversion rule,Story,Deployment Completed,Done,MDG,SAP MDG,P3 - Medium,Done,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,06/Jun/26 12:00 AM,20/Jul/26 12:00 AM,20/Jul/26 12:00 AM,26/Jul/26 12:00 AM,,,Hiroshi Tanaka,133200
MDG-90,100090,Design Integration master record,Task,Development in Progress,In Progress,MDG,SAP MDG,P3 - Medium,,Daniel Osei,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,08/May/26 12:00 AM,14/Aug/26 12:00 AM,,27/Jun/26 12:00 AM,,,Daniel Osei,28800
MDG-91,100091,Design Data Quality Rules cutover task,Story,To Do,To Do,MDG,SAP MDG,P3 - Medium,,Hiroshi Tanaka,Priya Nandakumar,Priya Nandakumar,MDG-5,Data Quality Rules,Master Data,,07/Jun/26 12:00 AM,26/Aug/26 12:00 AM,,15/Jul/26 12:00 AM,,,Hiroshi Tanaka,504000
